name,location,rating,review_count,price,categories,coordinates,latitude,longitude
Red Lobster,"1210 El Camino Real San Bruno, CA 94066",3.0,591,$$,American,"{'latitude': 37.638775, 'longitude': -122.421782}",37.638775,-122.421782
Jackson Fillmore Trattoria,"2506 Fillmore St San Francisco, CA 94115",4.0,484,$$,American,"{'latitude': 37.7927033, 'longitude': -122.4344669}",37.7927033,-122.4344669
Lapisara Eatery,"698 Post St San Francisco, CA 94109",4.5,665,$$,American,"{'latitude': 37.7878344, 'longitude': -122.4131853}",37.7878344,-122.4131853
The Progress,"1525 Fillmore St San Francisco, CA 94115",4.0,857,$$$$,American,"{'latitude': 37.7836799, 'longitude': -122.43296}",37.7836799,-122.43296
RAW Sugar Factory,"525 Valencia St San Francisco, CA 94110",4.0,499,$$,American,"{'latitude': 37.76444, 'longitude': -122.42157}",37.76444,-122.42157
Gibson,"111 Mason St San Francisco, CA 94102",4.0,159,$$$,American,"{'latitude': 37.78447, 'longitude': -122.4096}",37.78447,-122.4096
Chapeau!,"126 Clement St San Francisco, CA 94118",4.5,2686,$$$,American,"{'latitude': 37.78327, 'longitude': -122.46066}",37.78327,-122.46066
Wipeout Bar & Grill,"Pier 39 Ste A02 San Francisco, CA 94133",3.5,1369,$$,American,"{'latitude': 37.8089998891953, 'longitude': -122.410252690316}",37.8089998891953,-122.410252690316
Mission Rock Resort,"817 Terry Francois Blvd San Francisco, CA 94158",3.5,918,$$,American,"{'latitude': 37.76552933, 'longitude': -122.38659867}",37.76552933,-122.38659867
Izakaya KOU,"1560 Fillmore St San Francisco, CA 94115",4.0,786,$$,American,"{'latitude': 37.784139, 'longitude': -122.432649}",37.784139,-122.432649
Hashes & Brews,"811 Cherry Ave San Bruno, CA 94066",3.5,347,$$,American,"{'latitude': 37.6262753370063, 'longitude': -122.424908618057}",37.6262753370063,-122.424908618057
Pier Market Seafood Restaurant,"Pier 39 Ste 103 San Francisco, CA 94133",4.0,2033,$$,American,"{'latitude': 37.8099386456994, 'longitude': -122.410550415516}",37.8099386456994,-122.410550415516
1760,"1760 Polk St San Francisco, CA 94109",4.0,696,$$$,American,"{'latitude': 37.79312, 'longitude': -122.4209}",37.79312,-122.4209
Garden Club Restaurant,"1144 Mission Rd South San Francisco, CA 94080",3.5,590,$$,American,"{'latitude': 37.661645, 'longitude': -122.438309}",37.661645,-122.438309
InoVino,"108B Carl St San Francisco, CA 94117",4.5,148,$$,American,"{'latitude': 37.7658664, 'longitude': -122.4502686}",37.7658664,-122.4502686
Hollywood Cafe,"530 North Point St San Francisco, CA 94133",4.5,2075,$$,American,"{'latitude': 37.8065799, 'longitude': -122.41584}",37.8065799,-122.41584
Buster's Cheesesteak,"366 Columbus Ave San Francisco, CA 94133",4.0,812,$$,American,"{'latitude': 37.79856, 'longitude': -122.40734}",37.79856,-122.40734
Benu,"22 Hawthorne St San Francisco, CA 94105",4.5,1058,$$$$,American,"{'latitude': 37.785402, 'longitude': -122.399068}",37.785402,-122.399068
Sam's,"618 Broadway San Francisco, CA 94133",4.0,614,$,American,"{'latitude': 37.79807, 'longitude': -122.4075}",37.79807,-122.4075
Sixteen Mile House,"448 Broadway Millbrae, CA 94030",3.5,320,$$$,American,"{'latitude': 37.602268, 'longitude': -122.393081}",37.602268,-122.393081
Teeth,"2323 Mission St San Francisco, CA 94110",3.5,1016,$$,American,"{'latitude': 37.759859, 'longitude': -122.419008}",37.759859,-122.419008
Frascati,"1901 Hyde St San Francisco, CA 94109",4.5,1173,$$$,American,"{'latitude': 37.7983589172363, 'longitude': -122.419105529785}",37.7983589172363,-122.419105529785
Villon,"1100 Market St San Francisco, CA 94102",4.0,228,$$,American,"{'latitude': 37.78087, 'longitude': -122.41239}",37.78087,-122.41239
Hall Of Flame Burgers,"73 Cambon Dr San Francisco, CA 94132",4.0,531,$$,American,"{'latitude': 37.7174879011283, 'longitude': -122.473734660797}",37.7174879011283,-122.473734660797
Hard Rock Cafe,"256 Pier 39 Concourse Ste 256 San Francisco, CA 94133",2.5,825,$$,American,"{'latitude': 37.808759, 'longitude': -122.4098}",37.808759,-122.4098
Padrecito,"901 Cole St San Francisco, CA 94117",4.0,904,$$,American,"{'latitude': 37.7656775, 'longitude': -122.4500746}",37.7656775,-122.4500746
Tony's Pizza Napoletana,"1570 Stockton St San Francisco, CA 94133",4.0,4951,$$,American,"{'latitude': 37.8003315377662, 'longitude': -122.409053979377}",37.8003315377662,-122.409053979377
Fiore Caffè,"3599 24th St San Francisco, CA 94110",4.0,331,$$,American,"{'latitude': 37.7518694874495, 'longitude': -122.422624123279}",37.7518694874495,-122.422624123279
Farmhouse Kitchen Thai Cuisine,"710 Florida St San Francisco, CA 94110",4.0,2272,$$,American,"{'latitude': 37.7602179, 'longitude': -122.4110749}",37.7602179,-122.4110749
Hard Water,"Pier 3 Ste 102 San Francisco, CA 94111",3.5,638,$$,American,"{'latitude': 37.797585, 'longitude': -122.395568}",37.797585,-122.395568
Kitava,"2011 Mission St San Francisco, CA 94110",4.5,369,$$,American,"{'latitude': 37.76483, 'longitude': -122.4193}",37.76483,-122.4193
The Keystone,"68 4th St San Francisco, CA 94103",4.0,286,$$,American,"{'latitude': 37.78486, 'longitude': -122.40513}",37.78486,-122.40513
The Kezar Pub,"770 Stanyan St San Francisco, CA 94117",4.0,674,$$,American,"{'latitude': 37.7678833007812, 'longitude': -122.452903747559}",37.7678833007812,-122.452903747559
Smokin' Warehouse Barbecue - Sacramento Street,"3336 Sacramento St San Francisco, CA 94118",4.0,53,$$,American,"{'latitude': 37.7882865, 'longitude': -122.4476947}",37.7882865,-122.4476947
6th and B,"452 Balboa St San Francisco, CA 94118",4.0,210,$$,American,"{'latitude': 37.77745, 'longitude': -122.46374}",37.77745,-122.46374
New Taraval Cafe,"1054 Taraval St San Francisco, CA 94116",4.0,504,$,American,"{'latitude': 37.74321, 'longitude': -122.47767}",37.74321,-122.47767
Curio,"775 Valencia St San Francisco, CA 94110",4.0,95,$$,American,"{'latitude': 37.7605476, 'longitude': -122.4212698}",37.7605476,-122.4212698
Counter Offer,"800 S Van Ness Ave San Francisco, CA 94110",4.5,34,$,American,"{'latitude': 37.7603002510241, 'longitude': -122.417151282963}",37.7603002510241,-122.417151282963
The Grove - Design District,"1 Henry Adams St San Francisco, CA 94103",3.5,223,$$,American,"{'latitude': 37.769579, 'longitude': -122.403516}",37.769579,-122.403516
Underdogs Too,"3600 Taraval St San Francisco, CA 94116",3.5,183,$$,American,"{'latitude': 37.74202, 'longitude': -122.5048}",37.74202,-122.5048
Whitechapel SF,"600 Polk St San Francisco, CA 94102",4.0,456,$$,American,"{'latitude': 37.7824077817325, 'longitude': -122.418771721423}",37.7824077817325,-122.418771721423
U :Dessert Story Vintage Brunch+Dessert,"2120 Greenwich St San Francisco, CA 94123",4.0,165,$$,American,"{'latitude': 37.79922, 'longitude': -122.43548}",37.79922,-122.43548
Baker Street Bistro,"2953 Baker St San Francisco, CA 94123",4.0,604,$$,American,"{'latitude': 37.7981641888618, 'longitude': -122.445950210094}",37.7981641888618,-122.445950210094
54 Mint - Ristorante Italiano,"16 Mint Plz San Francisco, CA 94103",4.0,1152,$$$,American,"{'latitude': 37.7826100091309, 'longitude': -122.407934829024}",37.7826100091309,-122.407934829024
Daily Grill,"347 Geary St San Francisco, CA 94102",3.5,1180,$$,American,"{'latitude': 37.78722511234, 'longitude': -122.408986800865}",37.78722511234,-122.408986800865
Garibaldi's,"347 Presidio Ave San Francisco, CA 94115",4.0,533,$$$,American,"{'latitude': 37.7883799, 'longitude': -122.44729}",37.7883799,-122.44729
Hopscotch,"1915 San Pablo Ave Oakland, CA 94612",4.0,1428,$$,American,"{'latitude': 37.80919, 'longitude': -122.27316}",37.80919,-122.27316
Uncle Boy's,"245 Balboa St San Francisco, CA 94118",4.0,582,$,American,"{'latitude': 37.7772493, 'longitude': -122.4615654}",37.7772493,-122.4615654
Jones,"620 Jones St San Francisco, CA 94102",3.5,1068,$$,American,"{'latitude': 37.78716, 'longitude': -122.41289}",37.78716,-122.41289
B Restaurant & Bar,"720 Howard St San Francisco, CA 94103",3.5,741,$$,American,"{'latitude': 37.784476, 'longitude': -122.401921}",37.784476,-122.401921
Hollywood Cafe on Fillmore,"1545 Fillmore St San Francisco, CA 94115",4.5,76,$$,American,"{'latitude': 37.78391, 'longitude': -122.43311}",37.78391,-122.43311
Next Level Burger,"450 Rhode Island St Whole Foods Market 365 San Francisco, CA 94107",4.0,176,$$,American,"{'latitude': 37.7644788, 'longitude': -122.4032778}",37.7644788,-122.4032778
Southside Spirit House,"575 Howard St San Francisco, CA 94105",4.0,318,$$,American,"{'latitude': 37.7871674985456, 'longitude': -122.397512795665}",37.7871674985456,-122.397512795665
The Fly Trap,"606 Folsom St San Francisco, CA 94107",4.0,967,$$$,American,"{'latitude': 37.78535, 'longitude': -122.397074}",37.78535,-122.397074
Copper Spoon,"4031 Broadway Oakland, CA 94611",4.0,213,$$,American,"{'latitude': 37.8280542551723, 'longitude': -122.256564460695}",37.8280542551723,-122.256564460695
Schroeder's,"240 Front St San Francisco, CA 94111",3.5,473,$$,American,"{'latitude': 37.793955127899, 'longitude': -122.398792438246}",37.793955127899,-122.398792438246
Ella's American Kitchen,"500 Presidio Ave San Francisco, CA 94115",3.5,1051,$$,American,"{'latitude': 37.787131, 'longitude': -122.446581}",37.787131,-122.446581
Town Hall,"342 Howard St San Francisco, CA 94105",3.5,1940,$$$,American,"{'latitude': 37.7895383, 'longitude': -122.3949794}",37.7895383,-122.3949794
Toy Soldier,"52 Belden Pl San Francisco, CA 94104",4.0,148,$$$,American,"{'latitude': 37.79142, 'longitude': -122.40365}",37.79142,-122.40365
Espetus Brazilian Steak House,"1686 Market St San Francisco, CA 94102",4.0,3376,$$$,American,"{'latitude': 37.7733327504928, 'longitude': -122.422131667494}",37.7733327504928,-122.422131667494
Aziza,"5800 Geary Blvd San Francisco, CA 94121",4.0,1931,$$$,American,"{'latitude': 37.780467, 'longitude': -122.481726}",37.780467,-122.481726
PianoFight,"144 Taylor St San Francisco, CA 94102",4.5,196,$$,American,"{'latitude': 37.7838704221414, 'longitude': -122.410740837442}",37.7838704221414,-122.410740837442
Mersea,"699 Ave Of The Palms San Francisco, CA 94130",4.5,570,$$,American,"{'latitude': 37.8225719347113, 'longitude': -122.375853886786}",37.8225719347113,-122.375853886786
Malasa,"1336 9th Ave San Francisco, CA 94122",4.5,150,$$,American,"{'latitude': 37.76336, 'longitude': -122.46593}",37.76336,-122.46593
Sister,"3308 Grand Ave Oakland, CA 94610",4.0,27,$$,American,"{'latitude': 37.812848, 'longitude': -122.246734}",37.812848,-122.246734
Louie's Gen-Gen Room,"871 Sutter St San Francisco, CA 94109",4.5,206,$$,American,"{'latitude': 37.78818, 'longitude': -122.41458}",37.78818,-122.41458
Marin Joe's Restaurant,"1585 Casa Buena Dr Corte Madera, CA 94925",3.5,511,$$,American,"{'latitude': 37.922604, 'longitude': -122.513442}",37.922604,-122.513442
Il Casaro Pizzeria & Mozzarella Bar - Castro,"235 Church St San Francisco, CA 94114",4.5,76,$$,American,"{'latitude': 37.76695, 'longitude': -122.42854}",37.76695,-122.42854
Noeteca Wine Bar,"1551 Dolores St San Francisco, CA 94110",4.5,463,$$,American,"{'latitude': 37.74453, 'longitude': -122.42407}",37.74453,-122.42407
ABV,"3174 16th St San Francisco, CA 94103",4.0,585,$$,American,"{'latitude': 37.7650569, 'longitude': -122.4236097}",37.7650569,-122.4236097
Jake's Steaks,"3301 Buchanan St San Francisco, CA 94123",4.0,679,$$,American,"{'latitude': 37.80054, 'longitude': -122.43298}",37.80054,-122.43298
Presidio Social Club,"563 Ruger St San Francisco, CA 94129",3.5,1169,$$,American,"{'latitude': 37.7971000224352, 'longitude': -122.447941750288}",37.7971000224352,-122.447941750288
The Treasury,"200 Bush St Ste 101 San Francisco, CA 94104",4.0,159,$$,American,"{'latitude': 37.7912937, 'longitude': -122.4010389}",37.7912937,-122.4010389
Barebottle Brewing Company,"1525 Cortland Ave San Francisco, CA 94110",4.5,406,$$,American,"{'latitude': 37.7400856018066, 'longitude': -122.409004211426}",37.7400856018066,-122.409004211426
Thirsty Bear Brewing Company,"661 Howard St San Francisco, CA 94105",3.5,1911,$$,American,"{'latitude': 37.78539, 'longitude': -122.39953}",37.78539,-122.39953
True Laurel,"753 Alabama St San Francisco, CA 94110",4.0,181,$$,American,"{'latitude': 37.75953, 'longitude': -122.411448}",37.75953,-122.411448
900 Grayson,"900 Grayson St Berkeley, CA 94710",4.0,2055,$$,American,"{'latitude': 37.8552798181772, 'longitude': -122.292307913303}",37.8552798181772,-122.292307913303
Pacific Catch,"1200 9th Ave San Francisco, CA 94122",3.5,1765,$$,American,"{'latitude': 37.76567, 'longitude': -122.46619}",37.76567,-122.46619
Lucho's,"2675 Ocean Ave San Francisco, CA 94132",4.5,172,$$,American,"{'latitude': 37.73193, 'longitude': -122.47434}",37.73193,-122.47434
Birba,"458 Grove St San Francisco, CA 94102",4.5,114,$$,American,"{'latitude': 37.77787, 'longitude': -122.42421}",37.77787,-122.42421
Pabu,"101 California St San Francisco, CA 94111",4.0,914,$$$,American,"{'latitude': 37.7931261046321, 'longitude': -122.398542836308}",37.7931261046321,-122.398542836308
Scoma's Restaurant,"1965 Al Scoma Way San Francisco, CA 94133",4.0,3700,$$$,American,"{'latitude': 37.808944, 'longitude': -122.418462}",37.808944,-122.418462
Sam's Cable Car Lounge,"222 Powell St San Francisco, CA 94102",4.0,473,$$,American,"{'latitude': 37.7867967, 'longitude': -122.4079124}",37.7867967,-122.4079124
Seven Stills & Hard Frescos - Outer Sunset Taproom,"3645 Lawton St San Francisco, CA 94122",4.5,151,$,American,"{'latitude': 37.75666, 'longitude': -122.50222}",37.75666,-122.50222
Millbrae Pancake House,"1301 El Camino Real Millbrae, CA 94030",4.0,2500,$$,American,"{'latitude': 37.6085742618774, 'longitude': -122.400288636078}",37.6085742618774,-122.400288636078
Gaspare's Pizza House & Italian Restaurant,"5546 Geary Blvd San Francisco, CA 94121",4.0,937,$$,American,"{'latitude': 37.780586, 'longitude': -122.479153}",37.780586,-122.479153
Upcider,"1160 Polk St Fl 2 San Francisco, CA 94109",4.0,597,$$,American,"{'latitude': 37.7876998366257, 'longitude': -122.419924736023}",37.7876998366257,-122.419924736023
Chloe's Cafe,"1399 Church St San Francisco, CA 94114",4.0,990,$$,American,"{'latitude': 37.7486351154446, 'longitude': -122.42695521362}",37.7486351154446,-122.42695521362
Sons & Daughters,"708 Bush St San Francisco, CA 94108",4.0,678,$$$$,American,"{'latitude': 37.7902634, 'longitude': -122.4090557}",37.7902634,-122.4090557
Orson's Belly,"1737 Balboa St San Francisco, CA 94121",4.5,138,$$,American,"{'latitude': 37.77646, 'longitude': -122.47773}",37.77646,-122.47773
Lighthouse Cafe,"1311 Bridgeway Sausalito, CA 94965",4.0,636,$$,American,"{'latitude': 37.85966, 'longitude': -122.48642}",37.85966,-122.48642
Umami Burger Soma District,"242 King St San Francisco, CA 94107",3.0,1022,$$,American,"{'latitude': 37.777703, 'longitude': -122.392959}",37.777703,-122.392959
House Of Prime Rib,"1906 Van Ness Ave San Francisco, CA 94109",4.0,7062,$$$,American,"{'latitude': 37.79338, 'longitude': -122.4225}",37.79338,-122.4225
Dispensa Italian Charcoal Kitchen,"39 Taylor St San Francisco, CA 94102",4.5,83,$$$,American,"{'latitude': 37.78278, 'longitude': -122.411046}",37.78278,-122.411046
Buckhorn Gril - SF Embarcadero,"100 Drumm St San Francisco, CA 94111",4.0,655,$$,American,"{'latitude': 37.784221, 'longitude': -122.406176}",37.784221,-122.406176
Popsons,"998 Market St San Francisco, CA 94102",4.0,321,$$,American,"{'latitude': 37.78266, 'longitude': -122.41029}",37.78266,-122.41029
The Siren Canteen,"3201 Hwy 1 Stinson Beach, CA 94970",4.5,255,$,American,"{'latitude': 37.895969, 'longitude': -122.639562}",37.895969,-122.639562
Aha Fresh,"4007 24th St San Francisco, CA 94114",4.0,993,$$,American,"{'latitude': 37.751351, 'longitude': -122.432183}",37.751351,-122.432183
Just For You Cafe,"732 22nd St San Francisco, CA 94107",4.0,1411,$$,American,"{'latitude': 37.7579585099187, 'longitude': -122.388854026794}",37.7579585099187,-122.388854026794
Fig & Thistle,"313 Ivy St San Francisco, CA 94102",4.0,188,$$,American,"{'latitude': 37.77722, 'longitude': -122.4233}",37.77722,-122.4233
Fish,"350 Harbor Dr Sausalito, CA 94965",4.0,2341,$$,American,"{'latitude': 37.8681399, 'longitude': -122.49766}",37.8681399,-122.49766
Palmer's,"2298 Fillmore St San Francisco, CA 94115",3.5,254,$$,American,"{'latitude': 37.790615, 'longitude': -122.433907}",37.790615,-122.433907
Sutro's at The Cliff House,"1090 Point Lobos Ave San Francisco, CA 94121",3.5,1389,$$$,American,"{'latitude': 37.77841, 'longitude': -122.51443}",37.77841,-122.51443
Bill's Place,"2315 Clement St San Francisco, CA 94121",3.5,734,$$,American,"{'latitude': 37.7818, 'longitude': -122.48415}",37.7818,-122.48415
China Live,"644 Broadway San Francisco, CA 94133",3.5,1140,$$,American,"{'latitude': 37.7977636140901, 'longitude': -122.407851420238}",37.7977636140901,-122.407851420238
Death by Taco,"301 King St Ste B San Francisco, CA 94158",4.0,185,$$,American,"{'latitude': 37.7757568769427, 'longitude': -122.393562863754}",37.7757568769427,-122.393562863754
The Stinking Rose,"325 Columbus Ave San Francisco, CA 94133",3.5,3928,$$,American,"{'latitude': 37.7982486, 'longitude': -122.4073904}",37.7982486,-122.4073904
La Folie,"2316 Polk St San Francisco, CA 94109",4.5,1446,$$$$,American,"{'latitude': 37.798136, 'longitude': -122.422036}",37.798136,-122.422036
Alexander's Steakhouse,"448 Brannan St San Francisco, CA 94107",4.0,1696,$$$$,American,"{'latitude': 37.7793, 'longitude': -122.39568}",37.7793,-122.39568
Cafe La Flore,"1032 Clement St San Francisco, CA 94118",4.0,363,$,American,"{'latitude': 37.7827709595657, 'longitude': -122.470544639881}",37.7827709595657,-122.470544639881
Delfina,"3621 18th St San Francisco, CA 94110",4.0,2060,$$$,American,"{'latitude': 37.76131, 'longitude': -122.42431}",37.76131,-122.42431
West Coast Wine Cheese,"2165 Union St San Francisco, CA 94123",4.0,107,$$,American,"{'latitude': 37.7970139, 'longitude': -122.4349293}",37.7970139,-122.4349293
Nari,"1625 Post St San Francisco, CA 94115",4.0,79,$$$,American,"{'latitude': 37.785525, 'longitude': -122.428501}",37.785525,-122.428501
The Trident,"558 Bridgeway Sausalito, CA 94965",3.5,866,$$,American,"{'latitude': 37.85359, 'longitude': -122.47861}",37.85359,-122.47861
Buffalo Wild Wings,"5B Serramonte Ctr Daly City, CA 94015",2.0,1296,$$,American,"{'latitude': 37.6725775751525, 'longitude': -122.47039390213}",37.6725775751525,-122.47039390213
Union Larder,"1945 Hyde St San Francisco, CA 94109",4.0,137,$$,American,"{'latitude': 37.79882, 'longitude': -122.41926}",37.79882,-122.41926
La Trappe,"800 Greenwich St San Francisco, CA 94133",4.0,833,$$,American,"{'latitude': 37.80198, 'longitude': -122.41309}",37.80198,-122.41309
Queen's Louisiana Po-Boy Cafe,"Pier 33 N The Embarcadero Ste 100 San Francisco, CA 94111",4.0,613,$$,American,"{'latitude': 37.806957, 'longitude': -122.40576}",37.806957,-122.40576
Dave & Buster's,"130 Serramonte Ctr Daly City, CA 94015",2.5,804,$$,American,"{'latitude': 37.67127, 'longitude': -122.471406}",37.67127,-122.471406
Salt & Pepper,"38 Main St Tiburon, CA 94920",4.0,166,$$,American,"{'latitude': 37.8732, 'longitude': -122.45697}",37.8732,-122.45697
Cioppino's,"400 Jefferson St San Francisco, CA 94109",3.5,1604,$$,American,"{'latitude': 37.8079387690789, 'longitude': -122.41927103988}",37.8079387690789,-122.41927103988
Pera,"1457 18th St San Francisco, CA 94107",4.0,576,$$,American,"{'latitude': 37.762484, 'longitude': -122.397089}",37.762484,-122.397089
School Night,"601 19th St San Francisco, CA 94107",4.0,89,$$,American,"{'latitude': 37.76152, 'longitude': -122.38896}",37.76152,-122.38896
Gardenias,"1963 Sutter St San Francisco, CA 94115",4.0,131,$$$,American,"{'latitude': 37.78595, 'longitude': -122.43261}",37.78595,-122.43261
Acquolina,"1600 Stockton St San Francisco, CA 94133",4.0,512,$$,American,"{'latitude': 37.8006138590172, 'longitude': -122.409087941051}",37.8006138590172,-122.409087941051
Gamine,"2223 Union St San Francisco, CA 94123",4.5,885,$$,American,"{'latitude': 37.7968797, 'longitude': -122.4359489}",37.7968797,-122.4359489
Sea Bowl,"4625 Coast Hwy Pacifica, CA 94044",4.0,388,$$,American,"{'latitude': 37.6074919, 'longitude': -122.4968402}",37.6074919,-122.4968402
Bistro SF Grill,"1305 Castro St San Francisco, CA 94114",4.0,146,$$,American,"{'latitude': 37.7510547, 'longitude': -122.433895057918}",37.7510547,-122.433895057918
Roosevelt Tamale Parlor,"2817 24th St San Francisco, CA 94110",4.0,436,$$,American,"{'latitude': 37.7526321411133, 'longitude': -122.408584594727}",37.7526321411133,-122.408584594727
Trick Dog,"3010 20th St San Francisco, CA 94110",4.0,803,$$,American,"{'latitude': 37.7591727893974, 'longitude': -122.411238402128}",37.7591727893974,-122.411238402128
Chief Sullivan's,"622 Green St San Francisco, CA 94133",4.0,96,$$,American,"{'latitude': 37.7995457022787, 'longitude': -122.409681715071}",37.7995457022787,-122.409681715071
Portal Oakland,"1611 2nd Ave Oakland, CA 94606",4.0,1228,$$,American,"{'latitude': 37.7993046, 'longitude': -122.2546307}",37.7993046,-122.2546307
Chez Panisse,"1517 Shattuck Ave Berkeley, CA 94709",4.0,2811,$$$$,American,"{'latitude': 37.879664, 'longitude': -122.26894}",37.879664,-122.26894
Nico,"710 Montgomery St San Francisco, CA 94111",4.0,288,$$$,American,"{'latitude': 37.795885, 'longitude': -122.403146}",37.795885,-122.403146
Black Sands,"701 Haight St San Francisco, CA 94117",3.5,314,$$,American,"{'latitude': 37.771454, 'longitude': -122.433853}",37.771454,-122.433853
Leopold's,"2400 Polk St San Francisco, CA 94109",4.5,1043,$$,American,"{'latitude': 37.79892, 'longitude': -122.42207}",37.79892,-122.42207
Coin-Op Game Room,"508 4th St San Francisco, CA 94107",4.5,503,$$,American,"{'latitude': 37.779267, 'longitude': -122.398018}",37.779267,-122.398018
Little Star Pizza,"846 Divisadero St San Francisco, CA 94117",4.5,2862,$$,American,"{'latitude': 37.77753, 'longitude': -122.43798}",37.77753,-122.43798
Wilson & Wilson,"505 Jones St San Francisco, CA 94102",4.5,437,$$$,American,"{'latitude': 37.7859776, 'longitude': -122.4131408}",37.7859776,-122.4131408
Acquerello,"1722 Sacramento St San Francisco, CA 94109",4.5,1088,$$$$,American,"{'latitude': 37.79157, 'longitude': -122.4213296}",37.79157,-122.4213296
Front Door Cafe,"1 Front St Ste 100 San Francisco, CA 94111",4.0,281,$,American,"{'latitude': 37.79175, 'longitude': -122.39889}",37.79175,-122.39889
MAC'D,"2127 Polk St San Francisco, CA 94109",4.0,205,$$,American,"{'latitude': 37.7962, 'longitude': -122.42211}",37.7962,-122.42211
Bean Bag Cafe,"601 Divisadero St San Francisco, CA 94117",4.0,863,$$,American,"{'latitude': 37.7750101, 'longitude': -122.4378421}",37.7750101,-122.4378421
Alchemist Bar & Lounge,"679 3rd St San Francisco, CA 94107",4.0,406,$$,American,"{'latitude': 37.7791800203336, 'longitude': -122.392967912689}",37.7791800203336,-122.392967912689
The Mad Dog In The Fog,"530 Haight St San Francisco, CA 94117",3.5,482,$$,American,"{'latitude': 37.77227, 'longitude': -122.43084}",37.77227,-122.43084
The Grove Yerba Buena,"690 Mission St San Francisco, CA 94105",3.5,1929,$$,American,"{'latitude': 37.786555, 'longitude': -122.401971}",37.786555,-122.401971
Michael Mina,"252 California St San Francisco, CA 94111",4.0,1210,$$$$,American,"{'latitude': 37.7934609, 'longitude': -122.3996416}",37.7934609,-122.3996416
Cultivar San Francisco,"2379 Chestnut St San Francisco, CA 94123",4.5,123,$$,American,"{'latitude': 37.79981, 'longitude': -122.4424}",37.79981,-122.4424
El Techo,"2516 Mission St San Francisco, CA 94110",4.0,1829,$$,American,"{'latitude': 37.7566307288009, 'longitude': -122.419098317624}",37.7566307288009,-122.419098317624
Bazaar Cafe,"5927 California St San Francisco, CA 94121",4.0,308,$,American,"{'latitude': 37.7840081602335, 'longitude': -122.481084465981}",37.7840081602335,-122.481084465981
Olea,"1494 California St San Francisco, CA 94109",4.0,919,$$,American,"{'latitude': 37.79093, 'longitude': -122.4189313}",37.79093,-122.4189313
The Spot Lounge,"2325 Taraval St San Francisco, CA 94116",4.0,562,$$,American,"{'latitude': 37.7421188354492, 'longitude': -122.491218566895}",37.7421188354492,-122.491218566895
Angeline's Louisiana Kitchen,"2261 Shattuck Ave Berkeley, CA 94704",4.0,4174,$$,American,"{'latitude': 37.868282, 'longitude': -122.267555}",37.868282,-122.267555
Fish & Farm,"424 Clay St San Francisco, CA 94111",3.0,267,$$,American,"{'latitude': 37.7949984455522, 'longitude': -122.400746941566}",37.7949984455522,-122.400746941566
Avery Restaurant,"1552 Fillmore St San Francisco, CA 94115",4.5,101,$$$$,American,"{'latitude': 37.78408, 'longitude': -122.432642}",37.78408,-122.432642
Hi-Way Burger & Fry,"3853 24th St San Francisco, CA 94114",4.0,138,$$,American,"{'latitude': 37.75149, 'longitude': -122.42876}",37.75149,-122.42876
Danny Coyle's,"668 Haight St San Francisco, CA 94117",4.0,361,$,American,"{'latitude': 37.7719359641184, 'longitude': -122.433228492737}",37.7719359641184,-122.433228492737
Burma Love,"211 Valencia St San Francisco, CA 94103",4.0,1149,$$,American,"{'latitude': 37.76961, 'longitude': -122.42205}",37.76961,-122.42205
Public House,"24 Willie Mays Plz San Francisco, CA 94107",3.5,524,$$,American,"{'latitude': 37.7779192442251, 'longitude': -122.391033616811}",37.7779192442251,-122.391033616811
One Market Restaurant,"1 Market St San Francisco, CA 94105",3.5,1308,$$$,American,"{'latitude': 37.7941479027343, 'longitude': -122.394731178574}",37.7941479027343,-122.394731178574
Jane on Fillmore,"2123 Fillmore St San Francisco, CA 94115",4.0,987,$$,American,"{'latitude': 37.78934, 'longitude': -122.43423}",37.78934,-122.43423
Smokin' Warehouse Barbecue,"1465 Carroll Ave San Francisco, CA 94124",4.0,154,$$,American,"{'latitude': 37.72328, 'longitude': -122.39091}",37.72328,-122.39091
Amélie,"1754 Polk St San Francisco, CA 94109",4.0,1332,$$,American,"{'latitude': 37.7931200864529, 'longitude': -122.420906547632}",37.7931200864529,-122.420906547632
Juanita & Maude,"825 San Pablo Ave Albany, CA 94706",4.5,190,$$$$,American,"{'latitude': 37.89099, 'longitude': -122.2988}",37.89099,-122.2988
Jamber,"858 Folsom St San Francisco, CA 94107",4.0,660,$$,American,"{'latitude': 37.781146, 'longitude': -122.402668}",37.781146,-122.402668
The Old Clam House,"299 Bayshore Blvd San Francisco, CA 94124",3.5,824,$$,American,"{'latitude': 37.743104492865, 'longitude': -122.404920842484}",37.743104492865,-122.404920842484
Urban Putt,"1096 S Van Ness Ave San Francisco, CA 94110",4.5,1367,$$,American,"{'latitude': 37.7557019908942, 'longitude': -122.416826814485}",37.7557019908942,-122.416826814485
Sam's Grill & Seafood Restaurant,"374 Bush St San Francisco, CA 94104",3.5,388,$$$,American,"{'latitude': 37.79101, 'longitude': -122.40357}",37.79101,-122.40357
Jupiter,"2181 Shattuck Ave Berkeley, CA 94704",4.0,3139,$$,American,"{'latitude': 37.869817, 'longitude': -122.267597}",37.869817,-122.267597
Shabu Club,"951 Clement St San Francisco, CA 94118",4.0,754,$$,American,"{'latitude': 37.782569137755, 'longitude': -122.469567032772}",37.782569137755,-122.469567032772
